,text,user_location,location,Lat,Lon,geometry
21612,"@OrangeofJuice @dat_hylian @badvgtakes I mean if you want to buy it for 60, by all means, go ahead. It just doesn't… https://t.co/P9QtUmvj3O",Iowa,"Iowa, United States",41.9216734,-93.3122705,POINT (-93.3122705 41.9216734)
19992,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"New York, NY","New York, United States",40.7127281,-74.0060152,POINT (-74.00601519999999 40.7127281)
8217,RT @thegameawards: The new key art for Super Mario 3D World: Bowser’s Fury coming on February 12 to Switch! https://t.co/a2v1DtxSwq,"Lima, Peru","Lima, Perú",-12.0621065,-77.0365256,POINT (-77.0365256 -12.0621065)
9006,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Scotland, United Kingdom","Scotland, United Kingdom",56.7861112,-4.1140518,POINT (-4.1140518 56.7861112)
4743,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Queens, NY","Queens, Queens County, New York, United States",40.7498243,-73.7976337,POINT (-73.79763370000001 40.7498243)
2757,@Nirbion In the german version of Bowser's Fury you fight the giant USK logo in bowsers' place,United Kingdom,United Kingdom,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
11257,RT @NoponDigi: Bowser's Fury (2021) https://t.co/ZYY4D3JAxk,he/him,"Him, Konshisha, Benue, Nigeria",7.016667,8.866667,POINT (8.866667 7.016667)
24239,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Le chemin de la rébellion ,"Rebellion, 1836, 18th Street Northwest, Dupont Circle, Washington, District of Columbia, 20009-5540, United States",38.91532,-77.0418526,POINT (-77.0418526 38.91532)
10759,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,I am somewhere ,"Somewhere, Carrer d'Aragó, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",41.394568,2.1683482,POINT (2.1683482 41.394568)
9704,"RT @TristanACooper: Things that are cats in Bowser's Fury: trees, goombas, boomerang bros, bees, Spike, piranha plants, pigeons, Pom Pom, c…",France,France,46.603354,1.8883335,POINT (1.8883335 46.603354)
4879,RT @rubygamer71: I will be buying mario 3d world + bowser's fury simply because I like cats.,Pakistan,پاکستان,30.3308401,71.247499,POINT (71.247499 30.3308401)
15078,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,カンサイ地方,"KANSAI, 前橋安中富岡線, 前橋市, 群馬県, 371-0845, 日本",36.3856229,139.0342922,POINT (139.0342922 36.3856229)
11881,RT @UNLEASHEDLIGHT: 🍫 All the bowser accounts running to do Bowser’s new form from the Bowser’s Fury trailer https://t.co/iKUoGm3ldb,Mushroom Kingdom,"Mushroom Kingdom, Park View, Crofton, Newsham, Blyth, Northumberland, North East England, England, NE24 3AX, United Kingdom",55.1239096,-1.5005726,POINT (-1.5005726 55.1239096)
15172,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Belém, PA, Brasil","Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, Brasil",-1.45056,-48.4682453,POINT (-48.4682453 -1.45056)
13466,"Ok, so Bowser's Fury looks awesome and I'm gonna have to pick that up.","Nashville, TN","Nashville-Davidson, Davidson County, Tennessee, United States",36.1622296,-86.7743531,POINT (-86.7743531 36.1622296)
4347,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,France,France,46.603354,1.8883335,POINT (1.8883335 46.603354)
22078,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,USA,United States,39.7837304,-100.4458825,POINT (-100.4458825 39.7837304)
39,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,United States,United States,39.7837304,-100.4458825,POINT (-100.4458825 39.7837304)
6301,"RT @KetArtDragon: Bowser's Fury
Mario is a Furry https://t.co/UQ7bxTtUY7",England,"England, United Kingdom",52.5310214,-1.2649062,POINT (-1.2649062 52.5310214)
2190,Bowser's Fury https://t.co/IFicCp7yMP,Brazil,Brasil,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2399,"RT @TristanACooper: Things that are cats in Bowser's Fury: trees, goombas, boomerang bros, bees, Spike, piranha plants, pigeons, Pom Pom, c…","Marietta, GA","Marietta, Cobb County, Georgia, United States",33.9528472,-84.5496148,POINT (-84.5496148 33.9528472)
20807,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Prison,"The Prison, Highland, Scotland, IV51 9LB, United Kingdom",57.637841,-6.2720278,POINT (-6.2720278 57.637841)
23556,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,china town,"China Town, Moonta Street, Adelaide, Adelaide City Council, South Australia, 5000, Australia",-34.9295913,138.5958765,POINT (138.5958765 -34.9295913)
3966,"Trailer for Bowser's Fury drops and y'all forget about all the shit they did/still doing huh?

I mean, typical, but still","New York, USA","New York, United States",40.7127281,-74.0060152,POINT (-74.00601519999999 40.7127281)
7452,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
20551,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"New Jersey, USA","New Jersey, United States",40.0757384,-74.4041622,POINT (-74.4041622 40.0757384)
4515,RT @RandomPocket12: I swear all of us really just expected Bowser's Fury to be some throwaway mode with Toadette or some shit and that it w…,The Pacific Ocean,"pacific ocean, Betio, Kiribati",1.33471455,172.9412747669295,POINT (172.9412747669295 1.33471455)
18111,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Florida, USA","Florida, United States",27.7567667,-81.4639835,POINT (-81.4639835 27.7567667)
13519,@GlitchedGuy2 I don’t really like 3D world from the Wii U but Bowser’s Fury looks insane,Britain ,United Kingdom,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
3070,RT @Citrus363: Bowser's Fury https://t.co/aIgzNyBq1H,Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
2757,@Nirbion In the german version of Bowser's Fury you fight the giant USK logo in bowsers' place,United Kingdom,United Kingdom,54.7023545,-3.2765753,POINT (-3.2765753 54.7023545)
61,"@Stealth40k Bowser's Fury does have a Singleplayer feel to it though, which packaged with a game that does multipla… https://t.co/3Ef2bpxiNY",Slovenia,Slovenija,45.8133113,14.4808369,POINT (14.4808369 45.8133113)
21206,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,SoCal,"Socal, Registro, Região Imediata de Registro, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil",-24.3998924,-47.7125224,POINT (-47.7125224 -24.3998924)
22630,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Baltimore, MD","Baltimore, Maryland, United States",39.2908816,-76.610759,POINT (-76.610759 39.2908816)
19287,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,United States,United States,39.7837304,-100.4458825,POINT (-100.4458825 39.7837304)
7674,y know the fact that they arent showing of rosalina in promo stuff in bowser's fury makes me think there could be a new character,he/him,"Him, Konshisha, Benue, Nigeria",7.016667,8.866667,POINT (8.866667 7.016667)
13144,Shows where I’m at. Saw Bowser’s Fury trending and immediately empathized with @MayorBowser https://t.co/R2qHhRqES8,United States,United States,39.7837304,-100.4458825,POINT (-100.4458825 39.7837304)
2309,rotmnt movie AND bowser's fury announcements today? yes please!,unova ,"unova service GmbH, 55, Muggenhofer Straße, Eberhardshof, Nürnberg, Bayern, 90429, Deutschland",49.4585804,11.0398797,POINT (11.0398797 49.4585804)
20342,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Ontario, Canada","Ontario, Canada",50.000678,-86.000977,POINT (-86.00097700000001 50.000678)
22112,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Chile,Chile,-31.7613365,-71.3187697,POINT (-71.3187697 -31.7613365)
12958,Bowser's Fury boss fight lookin dope https://t.co/D5MsXeT0sb,"Paderborn, Germany","Paderborn, Kreis Paderborn, Nordrhein-Westfalen, Deutschland",51.71895955,8.764869778177559,POINT (8.764869778177559 51.71895955)
14395,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Barbacena, Brasil","Barbacena, Microrregião Barbacena, Região Geográfica Intermediária de Barbacena, Minas Gerais, Região Sudeste, Brasil",-21.2254524,-43.7735087,POINT (-43.7735087 -21.2254524)
10846,Bowser's Fury is the kaiju game huh,Hero 108,"108, Chemin du Mas Rouge à Saint-Vincent, Le Mas de Pérols, Pérols, Montpellier, Hérault, Occitanie, France métropolitaine, 34470, France",43.555037999999996,3.9428251029602093,POINT (3.942825102960209 43.555038)
4879,RT @rubygamer71: I will be buying mario 3d world + bowser's fury simply because I like cats.,Pakistan,پاکستان,30.3308401,71.247499,POINT (71.247499 30.3308401)
3218,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,uh,"University of Houston, 4800, Calhoun Road, Houston, Harris County, Texas, 77004, United States",29.7207902,-95.34406271491369,POINT (-95.34406271491369 29.7207902)
16644,Okay Bowser's Fury looks legitimately amazing. Guess I'm adding that to my February purchases. Just hope it's not over in 30 minutes.,"Kiel, Germany","Kiel, Schleswig-Holstein, Deutschland",54.3227085,10.135555,POINT (10.135555 54.3227085)
16258,"RT @MarioBrothBlog: As seen in the new trailer for Super Mario 3D World + Bowser's Fury, everything in the Bowser's Fury adventure is cat-t…","Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,POINT (-118.242766 34.0536909)
20151,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,The Void,"天際中心 The Galaxy, 313, 中葵涌 Chung Kwai Chung, 香港島 Hong Kong Island, 葵青區 Kwai Tsing District, 新界 New Territories, 香港 Hong Kong, 中国",22.36047145,114.13510202195724,POINT (114.1351020219572 22.36047145)
22094,RT @NintendoCanada: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to see…,"Manhattan, NY","Manhattan, New York County, New York, United States",40.7896239,-73.9598939,POINT (-73.9598939 40.7896239)
16616,"RT @Nibellion: New Super Mario 3D World + Bowser's Fury trailer

https://t.co/Dm96L8kXEK https://t.co/2gH2bnh3KE",Your moms house,"Your Mom's House, 3011, Bledsoe Street, Crockett Row, Fort Worth, Tarrant County, Texas, 76107, United States",32.7481613,-97.3606245,POINT (-97.3606245 32.7481613)
7625,"RT @Nibellion: New Super Mario 3D World + Bowser's Fury trailer

https://t.co/Dm96L8kXEK https://t.co/2gH2bnh3KE","California, US","California, United States",36.7014631,-118.755997,POINT (-118.755997 36.7014631)
2323,"RT @Nirbion: Not sure if anyone already posted it, because I only the the cropped version from the trailer, but:

Full-sized Bowser's Fury…","City, Guatemala",Guatemala,15.6356088,-89.8988087,POINT (-89.8988087 15.6356088)
7367,Novas aventuras em Super Mario 3d World + Bowser’s Fury para Nintendo Switch https://t.co/cGaCMjCx8s,Portugal,Portugal,40.0332629,-7.8896263,POINT (-7.8896263 40.0332629)
16571,"RT @MarioBrothBlog: As seen in the new trailer for Super Mario 3D World + Bowser's Fury, everything in the Bowser's Fury adventure is cat-t…",💫Temple of Brainstorm💫,"Brainstorm, Charlton Road, Creech Heathfield, Creech St. Michael, Somerset West and Taunton, Somerset, South West England, England, TA3 5EJ, United Kingdom",51.0380485,-3.031268599741642,POINT (-3.031268599741642 51.0380485)
1405,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,The Town,"Town, Vieux Fort, LC12 201, Saint Lucia",13.729125,-60.9544706,POINT (-60.9544706 13.729125)
9018,"RT @IBrownArts: So, Bowser's Fury, huh?
#fanart #Mario https://t.co/sX2eoPkGPp",Somewhere in Spain,"Somewhere, Carrer d'Aragó, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",41.394568,2.1683482,POINT (2.1683482 41.394568)
2263,"RT @IntroSpecktive: How Mario Fans Saw the Bowser's Fury Trailer https://t.co/MLXKyADZOB 

FIRST VID OF 2021!!!","Michigan, USA","Michigan, United States",43.6211955,-84.6824346,POINT (-84.68243459999999 43.6211955)
16088,RT @gematsucom: Super Mario 3D World + Bowser’s Fury ‘A Bigger Badder Bowser’ trailer; Switch ‘Mario Red &amp; Blue Edition’ announced https://…,"Toronto, Ontario","Toronto, Golden Horseshoe, Ontario, Canada",43.6534817,-79.3839347,POINT (-79.3839347 43.6534817)
16369,"RT @MarioBrothBlog: As seen in the new trailer for Super Mario 3D World + Bowser's Fury, everything in the Bowser's Fury adventure is cat-t…","Oklahoma City, OK","Oklahoma City, Oklahoma County, Oklahoma, United States",35.4729886,-97.5170536,POINT (-97.5170536 35.4729886)
11585,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,what,"What, Luzerne County, Pennsylvania, 18621, United States",41.2538237,-76.0542396,POINT (-76.0542396 41.2538237)
426,"RT @Crunchyroll: NEWS: Super Mario 3D World Unleashes Bowser's Kaiju Fury in Switch Trailer

✨ More: https://t.co/pE0pKSrGWY https://t.co/M…","Reno, NV","Reno, Washoe County, Nevada, United States",39.5261206,-119.8126581,POINT (-119.8126581 39.5261206)
756,RT @TwinkleStarfu: Mario fans when Bowser's Fury is revealed to be 3D https://t.co/ax6GK3AqNy,Space,"Space, Turner, North Canberra, District of Canberra Central, Australian Capital Territory, 2612, Australia",-35.26562945,149.1305008240921,POINT (149.1305008240921 -35.26562945)
2681,RT @NintendoEurope: Something colossal is about to happen! Mario and Bowser Jr. team up for an all-new bonus adventure in #SuperMario3DWorl…,"Palma, España","Palma, Illes Balears, España",39.5695818,2.6500745,POINT (2.6500745 39.5695818)
17362,honestly Bowser’s Fury looks really good which makes it being just an expansion to 3D World pretty disappointing.,Virginia,"Virginia, United States",37.1232245,-78.4927721,POINT (-78.4927721 37.1232245)
25109,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Montréal, Québec","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.6103642,POINT (-73.61036420000001 45.4972159)
11176,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,1-11-2020 ,"2020, Interstate 11 (proposed), Maricopa County, Arizona, 85354, United States",33.428099566810644,-112.80956903656296,POINT (-112.809569036563 33.42809956681064)
15600,RT @HydraJojo: Damn that Bowser's Fury trailer was literally Furries vs Goths smh. https://t.co/GHIj87fLOi,Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
25437,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Georgia,"Georgia, United States",32.3293809,-83.1137366,POINT (-83.1137366 32.3293809)
1777,RT @Sol_Brando: @RelaxAlax you called the duo for bowser’s fury https://t.co/qu7L5scBYZ,"Montréal, Québec","Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada",45.4972159,-73.6103642,POINT (-73.61036420000001 45.4972159)
21427,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,Buenos aires,"Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, Argentina",-34.6075682,-58.4370894,POINT (-58.4370894 -34.6075682)
18229,"RT @GoNintendoTweet: Super Mario 3D World + Bowser's Fury steelbook edition for South Korea, pre-order bonus for Hong Kong revealed https:/…",North America ET Zone,"North America, Newport, East Riding of Yorkshire, Yorkshire and the Humber, England, HU15 2RX, United Kingdom",53.7769201,-0.714434,POINT (-0.714434 53.7769201)
11322,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Kouvola, Suomi","Kouvola, Kouvolan seutukunta, Kymenlaakso, Etelä-Suomen aluehallintovirasto, Manner-Suomi, Suomi",60.8701996,26.7018042,POINT (26.7018042 60.8701996)
3048,RT @Plun_Yu: so glad my boi bowser jr is back in bowser’s fury. getting sunshine vibes seeing him holding e gadd’s brush https://t.co/UyOlZ…,"Los Angeles, USA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,POINT (-118.242766 34.0536909)
4418,RT @Somecallmejon: Just gonna catch the Bowser's Fury trailer real quick andOHMYGOD-- https://t.co/ry0INDajht,"Lancaster, SC","Lancaster, Lancaster County, South Carolina, 29720-2135, United States",34.7204257,-80.7709015,POINT (-80.77090149999999 34.7204257)
5401,RT @NintendoEurope: Something colossal is about to happen! Mario and Bowser Jr. team up for an all-new bonus adventure in #SuperMario3DWorl…,"Victoria, British Columbia","Victoria, Capital Regional District, British Columbia, Canada",48.4283182,-123.3649533,POINT (-123.3649533 48.4283182)
1558,"RT @MarioBrothBlog: As seen in the new trailer for Super Mario 3D World + Bowser's Fury, everything in the Bowser's Fury adventure is cat-t…","Ontario, Canada","Ontario, Canada",50.000678,-86.000977,POINT (-86.00097700000001 50.000678)
7452,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
12151,"RT @MattMcMuscles: Hmm yes yes. I will be buying Bowser's Fury. BTW, In Nintendo's press release, this new form was dubbed ""God-Slayer Bows…",San Francisco,"San Francisco, San Francisco City and County, California, United States",37.7790262,-122.4199061,POINT (-122.4199061 37.7790262)
12312,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Middle of North Carolina,"Middle, Fairfax, Allendale County, South Carolina, 29827, United States",32.951093,-81.228221,POINT (-81.228221 32.951093)
21323,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Port St Lucie, FL","Port St. Lucie, St. Lucie County, Florida, United States",27.2939333,-80.3503283,POINT (-80.3503283 27.2939333)
20883,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"South Island, Mobius","Moebius, Kasese, Western Region, Uganda",0.3756422,29.8757612,POINT (29.8757612 0.3756422)
7791,This new Super Mario 3D World + Bowser&amp;#039;s Fury trailer reminds us of how good the... https://t.co/MrEoXjR244 https://t.co/GX3FhyzmXy,"Los Angeles, CA","Los Angeles, Los Angeles County, California, United States",34.0536909,-118.242766,POINT (-118.242766 34.0536909)
21717,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,she/her,"Better Than Her, 5640, Spring Garden Road, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 1G1, Canada",44.6425012,-63.5781491,POINT (-63.5781491 44.6425012)
8886,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,"Indiana, USA","Indiana, United States",40.3270127,-86.1746933,POINT (-86.1746933 40.3270127)
5018,RT @Nibellion: Official key art for Bowser's Fury https://t.co/FlyRwzo6xP,Connecticut,"Connecticut, United States",41.6500201,-72.7342163,POINT (-72.7342163 41.6500201)
6805,"Super Mario 3D World + Bowser's Fury, 2020. https://t.co/67HZOu22iL",🌈15 - He/Him,"15, Köhlerstraße, Aegidienberg, Himberg, Bad Honnef, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53604, Deutschland",50.65217375,7.3003122000000005,POINT (7.3003122 50.65217375)
24978,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,THAILAND,ประเทศไทย,14.8971921,100.83273,POINT (100.83273 14.8971921)
17785,"Bowser's Fury is basically a Super Mario Odyssey kingdom!

Also, Mario and Bowser Dynamax battle. https://t.co/IJiXUcM4S7","Maringá, Paraná, Brasil","Maringá, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, Região Sul, Brasil",-23.425269,-51.9382078,POINT (-51.9382078 -23.425269)
7343,RT @ImagesEv: Bowser's Fury https://t.co/8NNijprZeT,"Paris, France","Paris, Île-de-France, France métropolitaine, France",48.8566969,2.3514616,POINT (2.3514616 48.8566969)
10318,RT @ActualAero: So Bowser’s Fury looks like open-sandbox type of levels inside Super Mario 3D World! That’s dope! I wonder how many levels…,Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
21720,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,"Nebraska, USA","Nebraska, United States",41.7370229,-99.5873816,POINT (-99.5873816 41.7370229)
23665,RT @NintendoAmerica: Bowser's Fury will be unleashed in a new #SuperMario3DWorld + #BowsersFury trailer tomorrow! Come back at 6am PT to se…,texas,"Texas, United States",31.8160381,-99.5120986,POINT (-99.5120986 31.8160381)
1426,"RT @MattMcMuscles: Hmm yes yes. I will be buying Bowser's Fury. BTW, In Nintendo's press release, this new form was dubbed ""God-Slayer Bows…","Franche-Comté, France","Franche-Comté, France métropolitaine, France",47.14258475,6.132022233575384,POINT (6.132022233575384 47.14258475)
10953,"RT @getFANDOM: A bigger, badder Bowser is on the rampage in the new trailer for 'Super Mario 3D World + Bowser's Fury,' coming to Switch on…",Canada,Canada,61.0666922,-107.9917071,POINT (-107.9917071 61.0666922)
8136,"RT @beardfear: Absolutely livid that Nintendo isn't releasing Bowser's Fury as DLC for the Wii U. If this is how Nintendo treats its fans,…",pog city,"Pog, Pult, Bashkia Shkodër, Qarku i Shkodrës, Shqipëria veriore, 4010, Shqipëria",42.2630024,19.698022,POINT (19.698022 42.2630024)
